time_s,bag_time_s,reference_time_s,error_m
0.00044918060302734375,1781253888.559256,1781253888.5690625,0.005559765529926597
0.004449129104614258,1781253888.563256,1781253888.5690625,0.005566606642521782
0.015449047088623047,1781253888.574256,1781253888.5690625,0.0055818064951440914
0.020449161529541016,1781253888.579256,1781253888.5690625,0.005586962147388085
0.03044915199279785,1781253888.589256,1781253888.6009057,0.004366770577124648
0.03544902801513672,1781253888.594256,1781253888.6009057,0.004371814031661465
0.045449018478393555,1781253888.604256,1781253888.6009057,0.004383617539915212
0.05044913291931152,1781253888.609256,1781253888.6009057,0.0043897411827198505
0.06044912338256836,1781253888.619256,1781253888.6346197,0.005857281921311645
0.06517982482910156,1781253888.6239867,1781253888.6346197,0.005858962049147828
0.0751798152923584,1781253888.6339867,1781253888.6346197,0.005864440517505618
0.08017969131469727,1781253888.6389866,1781253888.6346197,0.005867616770533291
0.09117984771728516,1781253888.6499867,1781253888.6346197,0.005873165398941463
0.09517979621887207,1781253888.6539867,1781253888.668401,0.0035058768832576877
0.10617971420288086,1781253888.6649866,1781253888.668401,0.0034990202964900264
0.11017990112304688,1781253888.6689868,1781253888.668401,0.0034969043431237385
0.12117981910705566,1781253888.6799867,1781253888.668401,0.0034896092955067582
0.13417983055114746,1781253888.6929867,1781253888.7013066,0.004347506573139144
0.14017987251281738,1781253888.6989868,1781253888.7013066,0.004338987542496631
0.14917969703674316,1781253888.7079866,1781253888.7013066,0.004323141211234721
0.15517973899841309,1781253888.7139866,1781253888.7013066,0.004312495813197464
0.16417980194091797,1781253888.7229867,1781253888.7331715,0.006613070403851754
0.17091131210327148,1781253888.7297182,1781253888.7331715,0.006602468044860657
0.18091130256652832,1781253888.7397182,1781253888.7331715,0.006587733206503542
0.1859111785888672,1781253888.744718,1781253888.7331715,0.006581120810702248
0.19591116905212402,1781253888.754718,1781253888.7688375,0.009076693117529767
0.200911283493042,1781253888.7597182,1781253888.7688375,0.009071620122152712
0.20991134643554688,1781253888.7687182,1781253888.7688375,0.009061059034533081
0.2159111499786377,1781253888.774718,1781253888.7688375,0.00905169944988745
0.22491121292114258,1781253888.783718,1781253888.7688375,0.009037194357088718
0.2309112548828125,1781253888.7897182,1781253888.8018765,0.008932644736028702
0.23991131782531738,1781253888.7987182,1781253888.8018765,0.008933994759291344
0.24891114234924316,1781253888.807718,1781253888.8018765,0.008936671132817544
0.2549111843109131,1781253888.813718,1781253888.8018765,0.008938630375232102
0.26391124725341797,1781253888.8227181,1781253888.8328197,0.011477453717490928
0.2696387767791748,1781253888.8284457,1781253888.8328197,0.011470843759686085
0.2806389331817627,1781253888.8394458,1781253888.8328197,0.01145118895783543
0.2846388816833496,1781253888.8434458,1781253888.8328197,0.011443150430319576
0.2956387996673584,1781253888.8544457,1781253888.8687735,0.013814015232138785
0.2996387481689453,1781253888.8584456,1781253888.8687735,0.013810148386332108
0.3086388111114502,1781253888.8674457,1781253888.8687735,0.013806651122007808
0.3146388530731201,1781253888.8734457,1781253888.8687735,0.013808425402860862
0.3196389675140381,1781253888.8784459,1781253888.8687735,0.013810782152700754
0.3306388854980469,1781253888.8894458,1781253888.9017692,0.010921241983838224
0.3346388339996338,1781253888.8934457,1781253888.9017692,0.010910547784522282
0.3456387519836426,1781253888.9044456,1781253888.9017692,0.010883809288675219
0.3496389389038086,1781253888.9084458,1781253888.9017692,0.010875875281615103
0.3606388568878174,1781253888.9194458,1781253888.9351778,0.01262425510972291
0.36436963081359863,1781253888.9231765,1781253888.9351778,0.012618789594724645
0.3753695487976074,1781253888.9341764,1781253888.9351778,0.012606098651188072
0.37936949729919434,1781253888.9381764,1781253888.9351778,0.012603517893842396
0.3903696537017822,1781253888.9491765,1781253888.9351778,0.012607834745382827
0.399369478225708,1781253888.9581764,1781253888.9687858,0.015522443652190366
0.404369592666626,1781253888.9631765,1781253888.9687858,0.015528222253087538
0.4143695831298828,1781253888.9731765,1781253888.9687858,0.015540601506603498
0.4193694591522217,1781253888.9781764,1781253888.9687858,0.015546153693684242
0.4293694496154785,1781253888.9881763,1781253889.00121,0.012390078979087112
0.4343695640563965,1781253888.9931765,1781253889.00121,0.012391063638381924
