time_s,bag_time_s,reference_time_s,error_m
0.00044918060302734375,1781253888.559256,1781253888.5690625,0.005408409541364002
0.004449129104614258,1781253888.563256,1781253888.5690625,0.005415377447802362
0.015449047088623047,1781253888.574256,1781253888.5690625,0.005430906710540219
0.020449161529541016,1781253888.579256,1781253888.5690625,0.005436203883101003
0.03044915199279785,1781253888.589256,1781253888.6009057,0.0038454019253942595
0.03544902801513672,1781253888.594256,1781253888.6009057,0.0038457741075633173
0.045449018478393555,1781253888.604256,1781253888.6009057,0.003848167372549134
0.05044913291931152,1781253888.609256,1781253888.6009057,0.003849697959023481
0.06044912338256836,1781253888.619256,1781253888.6346197,0.005375832811211807
0.06517982482910156,1781253888.6239867,1781253888.6346197,0.005375202169098536
0.0751798152923584,1781253888.6339867,1781253888.6346197,0.00537665177986738
0.08017969131469727,1781253888.6389866,1781253888.6346197,0.005378012249182275
0.09117984771728516,1781253888.6499867,1781253888.6346197,0.00537885089385263
0.09517979621887207,1781253888.6539867,1781253888.668401,0.003800702564591254
0.10617971420288086,1781253888.6649866,1781253888.668401,0.003794195577984989
0.11017990112304688,1781253888.6689868,1781253888.668401,0.003791742800946861
0.12117981910705566,1781253888.6799867,1781253888.668401,0.003784784030693633
0.13417983055114746,1781253888.6929867,1781253888.7013066,0.0028183998430435526
0.14017987251281738,1781253888.6989868,1781253888.7013066,0.002807711998753512
0.14917969703674316,1781253888.7079866,1781253888.7013066,0.0027908102346372097
0.15517973899841309,1781253888.7139866,1781253888.7013066,0.002781625252453784
0.16417980194091797,1781253888.7229867,1781253888.7331715,0.003445857664526308
0.17091131210327148,1781253888.7297182,1781253888.7331715,0.003400865593984696
0.18091130256652832,1781253888.7397182,1781253888.7331715,0.0033350854056890945
0.1859111785888672,1781253888.744718,1781253888.7331715,0.0033028130062839685
0.19591116905212402,1781253888.754718,1781253888.7688375,0.005974892481550366
0.200911283493042,1781253888.7597182,1781253888.7688375,0.005945882475533136
0.20991134643554688,1781253888.7687182,1781253888.7688375,0.005892159939433722
0.2159111499786377,1781253888.774718,1781253888.7688375,0.005854330717660761
0.22491121292114258,1781253888.783718,1781253888.7688375,0.005797384569470543
0.2309112548828125,1781253888.7897182,1781253888.8018765,0.006471365943747341
0.23991131782531738,1781253888.7987182,1781253888.8018765,0.006441152478443365
0.24891114234924316,1781253888.807718,1781253888.8018765,0.006413020083808107
0.2549111843109131,1781253888.813718,1781253888.8018765,0.006395123554513023
0.26391124725341797,1781253888.8227181,1781253888.8328197,0.008001910683555281
0.2696387767791748,1781253888.8284457,1781253888.8328197,0.007964107433573618
0.2806389331817627,1781253888.8394458,1781253888.8328197,0.007884273452422184
0.2846388816833496,1781253888.8434458,1781253888.8328197,0.007854271304409226
0.2956387996673584,1781253888.8544457,1781253888.8687735,0.010196169215029013
0.2996387481689453,1781253888.8584456,1781253888.8687735,0.010171606982675179
0.3086388111114502,1781253888.8674457,1781253888.8687735,0.010121822001906533
0.3146388530731201,1781253888.8734457,1781253888.8687735,0.010093211804161352
0.3196389675140381,1781253888.8784459,1781253888.8687735,0.010070369851147865
0.3306388854980469,1781253888.8894458,1781253888.9017692,0.006641153484366419
0.3346388339996338,1781253888.8934457,1781253888.9017692,0.006620691298314927
0.3456387519836426,1781253888.9044456,1781253888.9017692,0.0065704494824772
0.3496389389038086,1781253888.9084458,1781253888.9017692,0.006555310571270813
0.3606388568878174,1781253888.9194458,1781253888.9351778,0.011340999731039771
0.36436963081359863,1781253888.9231765,1781253888.9351778,0.011347814145332346
0.3753695487976074,1781253888.9341764,1781253888.9351778,0.011369295850055682
0.37936949729919434,1781253888.9381764,1781253888.9351778,0.011378168871776777
0.3903696537017822,1781253888.9491765,1781253888.9351778,0.011409700583564759
0.399369478225708,1781253888.9581764,1781253888.9687858,0.01711546453399726
0.404369592666626,1781253888.9631765,1781253888.9687858,0.0171474631885756
0.4143695831298828,1781253888.9731765,1781253888.9687858,0.017216466037315557
0.4193694591522217,1781253888.9781764,1781253888.9687858,0.0172527409714407
0.4293694496154785,1781253888.9881763,1781253889.00121,0.01753161529946068
0.4343695640563965,1781253888.9931765,1781253889.00121,0.017615787610202584
0.4443695545196533,1781253889.0031765,1781253889.00121,0.017787926161848263
0.4493696689605713,1781253889.0081766,1781253889.00121,0.01787564553126485
0.464369535446167,1781253889.0231764,1781253889.0353057,0.016660454034603547
0.4731001853942871,1781253889.031907,1781253889.0353057,0.01684679746718875
0.47910022735595703,1781253889.0379071,1781253889.0353057,0.016975853959427308
0.4881002902984619,1781253889.0469072,1781253889.0353057,0.017171197512355567
0.49410033226013184,1781253889.0529072,1781253889.0683591,0.02211953760320947
0.5051002502441406,1781253889.0639071,1781253889.0683591,0.022390053935048983
0.5091001987457275,1781253889.067907,1781253889.0683591,0.022491275877118858
0.5201003551483154,1781253889.0789073,1781253889.0683591,0.022777487653428775
0.5241003036499023,1781253889.0829072,1781253889.0683591,0.022883489195217308
0.5351002216339111,1781253889.093907,1781253889.100754,0.01975482750477711
0.539100170135498,1781253889.097907,1781253889.100754,0.01985999313764186
0.5501003265380859,1781253889.1089072,1781253889.100754,0.02015721347302472
0.5541002750396729,1781253889.1129072,1781253889.100754,0.020268240416784006
0.5648276805877686,1781253889.1236346,1781253889.1353295,0.017134320028050043
0.5698275566101074,1781253889.1286345,1781253889.1353295,0.017280035841543084
0.5798275470733643,1781253889.1386344,1781253889.1353295,0.017569924516527016
0.5848276615142822,1781253889.1436346,1781253889.1353295,0.017713815821151134
0.5948276519775391,1781253889.1536345,1781253889.167151,0.01480338669509433
0.5998275279998779,1781253889.1586344,1781253889.167151,0.014949297598490474
0.6098275184631348,1781253889.1686344,1781253889.167151,0.015248593112177314
