time_s,bag_time_s,reference_time_s,error_m
0.008714914321899414,1781254173.308048,1781254173.3027916,0.054748947227828644
0.014714956283569336,1781254173.314048,1781254173.3027916,0.0741066358743584
0.025444746017456055,1781254173.3247778,1781254173.3353777,0.021035113897707472
0.02944469451904297,1781254173.3287778,1781254173.3353777,0.025598323985813666
0.04044485092163086,1781254173.339778,1781254173.3353777,0.058046001430849266
0.04444479942321777,1781254173.343778,1781254173.3353777,0.07127400584319823
0.05544471740722656,1781254173.3547778,1781254173.3686724,0.014149837315424789
0.06044483184814453,1781254173.359778,1781254173.3686724,0.020564280690132473
0.07044482231140137,1781254173.369778,1781254173.3686724,0.024479580034670472
0.07544469833374023,1781254173.3747778,1781254173.3686724,0.040170118209688
0.08544468879699707,1781254173.3847778,1781254173.3686724,0.07771223441836854
0.09044480323791504,1781254173.389778,1781254173.4026299,0.03461162950789143
0.10044479370117188,1781254173.399778,1781254173.4026299,0.020703965561475562
0.10544466972351074,1781254173.4047778,1781254173.4026299,0.03445347189594028
0.11444473266601562,1781254173.4137778,1781254173.4026299,0.06657580148492757
0.12017107009887695,1781254173.4195042,1781254173.4350834,0.028676113982899907
0.13517117500305176,1781254173.4345043,1781254173.4350834,0.03299343708966685
0.14017105102539062,1781254173.4395041,1781254173.4350834,0.052467484356768804
0.15017104148864746,1781254173.4495041,1781254173.4350834,0.09011718576229735
0.15517115592956543,1781254173.4545043,1781254173.4672878,0.014469027962095149
0.16517114639282227,1781254173.4645042,1781254173.4672878,0.02398561257482872
0.17017102241516113,1781254173.469504,1781254173.4672878,0.041406087217272194
0.18017101287841797,1781254173.479504,1781254173.4672878,0.07713280434552568
0.18517112731933594,1781254173.4845042,1781254173.4672878,0.09460506064148932
0.20017099380493164,1781254173.499504,1781254173.5025902,0.0316408623993725
0.20917105674743652,1781254173.5085042,1781254173.5025902,0.028562032216033848
0.21517109870910645,1781254173.5145042,1781254173.5025902,0.047586296567911114
0.22417116165161133,1781254173.5235043,1781254173.535437,0.037656092094935194
0.23290133476257324,1781254173.5322344,1781254173.535437,0.015700676197953633
0.23890137672424316,1781254173.5382345,1781254173.535437,0.027650985040242528
0.24990129470825195,1781254173.5492344,1781254173.535437,0.06787582511648868
0.25390124320983887,1781254173.5532343,1781254173.5669394,0.03964368739042442
0.26290130615234375,1781254173.5622344,1781254173.5669394,0.014057786288264068
0.26890134811401367,1781254173.5682344,1781254173.5669394,0.02404095424976463
0.27790117263793945,1781254173.5772343,1781254173.5669394,0.05641479202147074
0.2839012145996094,1781254173.5832343,1781254173.5669394,0.07898592015528344
0.29290127754211426,1781254173.5922344,1781254173.6025898,0.015484852693139596
0.29990124702453613,1781254173.5992343,1781254173.6025898,0.016874186957529354
0.308901309967041,1781254173.6082344,1781254173.6025898,0.04980850633628935
0.31490135192871094,1781254173.6142344,1781254173.6025898,0.07225916814789446
0.3239011764526367,1781254173.6232343,1781254173.6351814,0.010129793822309241
0.3336315155029297,1781254173.6329646,1781254173.6351814,0.03611377481344808
0.34263134002685547,1781254173.6419644,1781254173.6351814,0.06965079648130204
0.3486313819885254,1781254173.6479645,1781254173.6351814,0.06834895649383059
0.3576314449310303,1781254173.6569645,1781254173.6665459,0.01225357377596495
0.3636314868927002,1781254173.6629646,1781254173.6665459,0.023000256343504312
0.374631404876709,1781254173.6739645,1781254173.6665459,0.06588555770521252
0.37963151931762695,1781254173.6789646,1781254173.6665459,0.08558877959432855
0.38863134384155273,1781254173.6879644,1781254173.7023923,0.025209293476006454
0.39463138580322266,1781254173.6939645,1781254173.7023923,0.0239062502281312
