time_s,bag_time_s,reference_time_s,error_m
0.004370212554931641,1781253983.566217,1781253983.5685072,0.166627222294608
0.014370203018188477,1781253983.576217,1781253983.5685072,0.17798864952370533
0.019370079040527344,1781253983.5812168,1781253983.5685072,0.18401316596806713
0.030369997024536133,1781253983.5922167,1781253983.6017923,0.17338088020472964
0.03437018394470215,1781253983.596217,1781253983.6017923,0.17800938428223462
0.04937005043029785,1781253983.6112168,1781253983.6017923,0.19844673807772975
0.05437016487121582,1781253983.616217,1781253983.6017923,0.20559023031221887
0.06409955024719238,1781253983.6259463,1781253983.6352837,0.19289044376462214
0.06909942626953125,1781253983.6309462,1781253983.6352837,0.19923473451049686
0.07909941673278809,1781253983.6409461,1781253983.6352837,0.2128103896822868
0.08409953117370605,1781253983.6459463,1781253983.6352837,0.2198373283612851
0.09409952163696289,1781253983.6559463,1781253983.6683924,0.2049903830571663
0.09909939765930176,1781253983.6609461,1781253983.6683924,0.2112577982446544
0.11009955406188965,1781253983.6719463,1781253983.6683924,0.22622950391604785
0.11409950256347656,1781253983.6759462,1781253983.6683924,0.23185793532840002
0.12509942054748535,1781253983.6869462,1781253983.701879,0.1970102205617035
0.12909960746765137,1781253983.6909463,1781253983.701879,0.20230427786890542
0.14009952545166016,1781253983.7019463,1781253983.701879,0.2186871944898252
0.14409947395324707,1781253983.7059462,1781253983.701879,0.22490100290624207
0.15509939193725586,1781253983.7169461,1781253983.701879,0.24314027539629582
0.1588289737701416,1781253983.7206757,1781253983.7351205,0.21666389676720596
0.1698288917541504,1781253983.7316756,1781253983.7351205,0.23234289321670965
0.1738288402557373,1781253983.7356756,1781253983.7351205,0.23830601691847345
0.1848289966583252,1781253983.7466757,1781253983.7351205,0.25586957848869185
0.18982887268066406,1781253983.7516756,1781253983.7351205,0.26406870909675023
0.1998288631439209,1781253983.7616756,1781253983.7696855,0.24414219829617467
0.20482897758483887,1781253983.7666757,1781253983.7696855,0.24733202578020558
0.2148289680480957,1781253983.7766757,1781253983.7696855,0.26293348404308037
0.21982884407043457,1781253983.7816756,1781253983.7696855,0.27098317497733765
0.2298288345336914,1781253983.7916756,1781253983.8019266,0.24621982587684027
