time_s,bag_time_s,reference_time_s,error_m
0.004370212554931641,1781253983.566217,1781253983.5685072,0.1669110524605954
0.014370203018188477,1781253983.576217,1781253983.5685072,0.17821102834687386
0.019370079040527344,1781253983.5812168,1781253983.5685072,0.18419225993525684
0.030369997024536133,1781253983.5922167,1781253983.6017923,0.17317024271797907
0.03437018394470215,1781253983.596217,1781253983.6017923,0.17773158906438793
0.04937005043029785,1781253983.6112168,1781253983.6017923,0.19788432182861235
0.05437016487121582,1781253983.616217,1781253983.6017923,0.2049371194641889
0.06409955024719238,1781253983.6259463,1781253983.6352837,0.1917686408073819
0.06909942626953125,1781253983.6309462,1781253983.6352837,0.19802897327939337
0.07909941673278809,1781253983.6409461,1781253983.6352837,0.21146238171501253
0.08409953117370605,1781253983.6459463,1781253983.6352837,0.21842458948353388
0.09409952163696289,1781253983.6559463,1781253983.6683924,0.2030395432862866
0.09909939765930176,1781253983.6609461,1781253983.6683924,0.20925832776484907
0.11009955406188965,1781253983.6719463,1781253983.6683924,0.22415145929156421
0.11409950256347656,1781253983.6759462,1781253983.6683924,0.22975410048550132
0.12509942054748535,1781253983.6869462,1781253983.701879,0.19354816825380464
0.12909960746765137,1781253983.6909463,1781253983.701879,0.19886598118201843
0.14009952545166016,1781253983.7019463,1781253983.701879,0.21519384714460116
0.14409947395324707,1781253983.7059462,1781253983.701879,0.21958164418942386
0.15509939193725586,1781253983.7169461,1781253983.701879,0.23718279784984675
0.1588289737701416,1781253983.7206757,1781253983.7351205,0.21159710573867188
0.1698288917541504,1781253983.7316756,1781253983.7351205,0.2278755746004899
0.1738288402557373,1781253983.7356756,1781253983.7351205,0.2311626892753844
0.1848289966583252,1781253983.7466757,1781253983.7351205,0.24845243009606738
0.18982887268066406,1781253983.7516756,1781253983.7351205,0.25657243078881337
0.1998288631439209,1781253983.7616756,1781253983.7696855,0.23615990004826534
0.20482897758483887,1781253983.7666757,1781253983.7696855,0.2439079654809007
0.2148289680480957,1781253983.7766757,1781253983.7696855,0.2601648363082896
0.21982884407043457,1781253983.7816756,1781253983.7696855,0.2638029116144974
0.2298288345336914,1781253983.7916756,1781253983.8019266,0.23829499991036018
0.23482894897460938,1781253983.7966757,1781253983.8019266,0.24623872296175695
0.2448289394378662,1781253983.8066757,1781253983.8019266,0.26300950170425497
0.24982881546020508,1781253983.8116755,1781253983.8019266,0.2715547280981534
0.25882887840270996,1781253983.8206756,1781253983.8354335,0.2143446382745544
0.2665584087371826,1781253983.8284051,1781253983.8354335,0.227756025037648
0.27855825424194336,1781253983.840405,1781253983.8354335,0.24957778550248522
0.28755831718444824,1781253983.849405,1781253983.8354335,0.2661854168287258
0.29355835914611816,1781253983.855405,1781253983.8693502,0.20292336644201778
0.303558349609375,1781253983.865405,1781253983.8693502,0.2208120278260995
0.30855822563171387,1781253983.870405,1781253983.8693502,0.2299217640283328
0.3185582160949707,1781253983.880405,1781253983.8693502,0.24888516470964261
0.32355833053588867,1781253983.885405,1781253983.8693502,0.2500955680427061
0.3335583209991455,1781253983.895405,1781253983.9017453,0.19394595507781526
0.3385584354400635,1781253983.9004052,1781253983.9017453,0.20305806514586314
0.34755825996398926,1781253983.909405,1781253983.9017453,0.22006595156495054
0.3535583019256592,1781253983.915405,1781253983.9017453,0.23155761552570772
0.36255836486816406,1781253983.924405,1781253983.934975,0.1722057852940301
0.3682875633239746,1781253983.9301343,1781253983.934975,0.18303441033686602
0.3792874813079834,1781253983.9411342,1781253983.934975,0.20470463944485828
0.3832874298095703,1781253983.9451342,1781253983.934975,0.2061869325355726
0.3922874927520752,1781253983.9541342,1781253983.969388,0.1540147872422903
0.3982875347137451,1781253983.9601343,1781253983.969388,0.1649569664807024
0.4072873592376709,1781253983.969134,1781253983.969388,0.1821315064144451
0.4132874011993408,1781253983.9751341,1781253983.969388,0.19379661976470833
0.4242875576019287,1781253983.9861343,1781253984.0020537,0.14879876012470508
0.4292874336242676,1781253983.9911342,1781253984.0020537,0.15848138159294672
0.4392874240875244,1781253984.0011342,1781253984.0020537,0.17830783052948473
0.4442875385284424,1781253984.0061343,1781253984.0020537,0.1810538298487543
0.4542875289916992,1781253984.0161343,1781253984.0020537,0.20076910481048682
0.4592874050140381,1781253984.0211341,1781253984.035332,0.1415986574495915
0.46901679039001465,1781253984.0308635,1781253984.035332,0.16010648740756042
0.4740169048309326,1781253984.0358636,1781253984.035332,0.16977467768951604
0.4890167713165283,1781253984.0508635,1781253984.035332,0.20067379001534222
0.4980168342590332,1781253984.0598636,1781253984.0693998,0.15532805483852669
0.5020167827606201,1781253984.0638635,1781253984.0693998,0.15438387681159466
0.513016939163208,1781253984.0748637,1781253984.0693998,0.17457766415961484
0.5180168151855469,1781253984.0798635,1781253984.0693998,0.18396191452032734
0.5280168056488037,1781253984.0898635,1781253984.1018069,0.14339077106382278
0.5330169200897217,1781253984.0948637,1781253984.1018069,0.1521737396208591
0.5430169105529785,1781253984.1048636,1781253984.1018069,0.17010876952470805
0.5480167865753174,1781253984.1098635,1781253984.1018069,0.17910987622975005
0.5580167770385742,1781253984.1198635,1781253984.1354651,0.14216550662063204
0.562746524810791,1781253984.1245933,1781253984.1354651,0.14966806511260258
0.5777466297149658,1781253984.1395934,1781253984.1354651,0.17503644868691812
0.5887465476989746,1781253984.1505933,1781253984.1354651,0.1939821489086961
0.5927464962005615,1781253984.1545932,1781253984.1684494,0.1609369281497087
0.6037466526031494,1781253984.1655934,1781253984.1684494,0.17701087229331255
0.6077466011047363,1781253984.1695933,1781253984.1684494,0.18299389722685444
0.6187465190887451,1781253984.1805933,1781253984.1684494,0.1998016580653603
0.62774658203125,1781253984.1895933,1781253984.2017868,0.17760631546522201
