time_s,bag_time_s,reference_time_s,error_m
0.008714914321899414,1781254173.308048,1781254173.3027916,0.05072012197867807
0.014714956283569336,1781254173.314048,1781254173.3027916,0.07031809662124734
0.025444746017456055,1781254173.3247778,1781254173.3353777,0.020601192904814346
0.02944469451904297,1781254173.3287778,1781254173.3353777,0.02308531827852311
0.04044485092163086,1781254173.339778,1781254173.3353777,0.054183416544271196
0.04444479942321777,1781254173.343778,1781254173.3353777,0.06748692696897549
0.05544471740722656,1781254173.3547778,1781254173.3686724,0.014118049610744511
0.06044483184814453,1781254173.359778,1781254173.3686724,0.017122199036750548
0.07044482231140137,1781254173.369778,1781254173.3686724,0.04872417551087837
0.07544469833374023,1781254173.3747778,1781254173.3686724,0.0658603227892227
0.08544468879699707,1781254173.3847778,1781254173.3686724,0.10101048648433313
0.09044480323791504,1781254173.389778,1781254173.4026299,0.017509433407094033
0.10044479370117188,1781254173.399778,1781254173.4026299,0.03273728937566021
0.10544466972351074,1781254173.4047778,1781254173.4026299,0.048905585112398765
0.11444473266601562,1781254173.4137778,1781254173.4026299,0.0538694203072103
0.12017107009887695,1781254173.4195042,1781254173.4350834,0.04307067246985132
0.13517117500305176,1781254173.4345043,1781254173.4350834,0.01587437277043552
0.14017105102539062,1781254173.4395041,1781254173.4350834,0.035168710298049626
0.15017104148864746,1781254173.4495041,1781254173.4350834,0.07364795181094572
0.15517115592956543,1781254173.4545043,1781254173.4672878,0.029516695573850074
0.16517114639282227,1781254173.4645042,1781254173.4672878,0.01082377810526039
0.17017102241516113,1781254173.469504,1781254173.4672878,0.012911068065126879
0.18017101287841797,1781254173.479504,1781254173.4672878,0.0488559614396665
0.18517112731933594,1781254173.4845042,1781254173.4672878,0.06727013342711806
0.20017099380493164,1781254173.499504,1781254173.5025902,0.01713755058904717
0.20917105674743652,1781254173.5085042,1781254173.5025902,0.03976720953789337
0.21517109870910645,1781254173.5145042,1781254173.5025902,0.06122975588116018
0.22417116165161133,1781254173.5235043,1781254173.535437,0.025101197984817317
